Family,Model,Verb,Command,Description,SCPI,SCPI (short),Arguments,Arg kind,Arg values,Instance params,Group,Subsystem,Returns,Return type,Return unit,Return fields,SCPI statements,Unverified,File
Oscilloscope,54641D,SET,Set_Display_Data,Set display data,:DISPlay:DATA <value>,:DISP:DATA <value>,value,block,,,,DISP,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Display_Label,Set display label,:DISPlay:LABel <value>,:DISP:LAB <value>,value,unknown,,,,DISP,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Display_Persistence,Set display persistence,DISPlay:PERSistence <value>,DISP:PERS <value>,value,numeric,,,,DISP,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Display_Source,Set display source,:DISPlay:SOURce <value>,:DISP:SOUR <value>,value,enum,,,,DISP,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Display_Vectors,Set display vectors,DISPlay:VECTors <value>,DISP:VECT <value>,value,unknown,,,,DISP,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Edge_Slope,Set Edge Slope,TRIGger:EDGE:SLOPe <slope>,TRIG:EDGE:SLOP <slope>,slope,enum,,,Edge Trigger Config,TRIGger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Edge_Source,Set Edge Source,TRIGger:EDGE:SOURce <source>,TRIG:EDGE:SOUR <source>,source,enum,,,Edge Trigger Config,TRIGger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Edge_Source_CH1,Set Edge Source CH1,:TRIGger:EDGE:SOURce <source>,:TRIG:EDGE:SOUR <source>,source,enum,,,Trigger Configuration,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Edge_Source_CH2,Set Edge Source CH2,:TRIGger:EDGE:SOURce <source>,:TRIG:EDGE:SOUR <source>,source,enum,,,Trigger Configuration,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Edge_Source_EXT,Set Edge Source EXT,:TRIGger:EDGE:SOURce <source>,:TRIG:EDGE:SOUR <source>,source,enum,,,Trigger Configuration,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Ese,Set ese,*ESE <value>,,value,integer,,,,Common,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_External_Bwlimit,Set external bwlimit,:EXTernal:BWLimit <value>,:EXT:BWL <value>,value,bool,OFF; ON,,,EXT,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_External_Impedance,Set external impedance,EXTernal:IMPedance <value>,EXT:IMP <value>,value,enum,,,,EXT,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_External_Probe,Set external probe,:EXTernal:PROBe <value>,:EXT:PROB <value>,value,numeric,,,,EXT,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_External_Range,Set external range,:EXTernal:RANGe <value>,:EXT:RANG <value>,value,numeric,,,,EXT,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_External_Units,Set external units,:EXTernal:UNITs <value>,:EXT:UNIT <value>,value,enum,,,,EXT,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_FFT_Scale,Set FFT Scale,:FUNCtion:SCALe <scale>,:FUNC:SCAL <scale>,scale,numeric,,,FFT Specific Configuration,Math_FFT,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Function_Operation,Set Function Operation,FUNCtion:OPERation <op>,FUNC:OPER <op>,op,enum,,,Math Function Settings,FUNCtion,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Function_Reference,Set function reference,:FUNCtion:REFerence <value>,:FUNC:REF <value>,value,enum,,,,FUNC,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Glitch_Condition,Set Glitch Condition,TRIGger:GLITch:QUALifier <qual>,TRIG:GLIT:QUAL <qual>,qual,unknown,,,Glitch/Pulse Width Config,TRIGger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Glitch_Source,Set Glitch Source,TRIGger:GLITch:SOURce <source>,TRIG:GLIT:SOUR <source>,source,enum,,,Glitch/Pulse Width Config,TRIGger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Glitch_Width,Set Glitch Width,TRIGger:GLITch:LESSthan <time>,TRIG:GLIT:LESS <time>,time,unknown,,,Glitch/Pulse Width Config,TRIGger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Hardcopy_Factors,Set hardcopy factors,:HARDcopy:FACTors <value>,:HARD:FACT <value>,value,unknown,,,,HARD,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Hardcopy_Ffeed,Set hardcopy ffeed,:HARDcopy:FFEed <value>,:HARD:FFE <value>,value,unknown,,,,HARD,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Hardcopy_Format,Obsolete and Discontinued Commands,HARDcopy:FORMat <value>,HARD:FORM <value>,value,enum,,,,HARD,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Hardcopy_Grayscale,Set hardcopy grayscale,:HARDcopy:GRAYscale <value>,:HARD:GRAY <value>,value,unknown,,,,HARD,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Holdoff,Set Holdoff,TRIGger:HOLDoff <time>,TRIG:HOLD <time>,time,numeric,,,Trigger Settings,TRIGger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Impedance,Set Impedance,CHANnel<n>:IMPedance <imp>,CHAN<n>:IMP <imp>,imp,enum,,n,Analog Channel Settings,CHANnel,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Invert,Set Invert,CHANnel<n>:INVert <state>,CHAN<n>:INV <state>,state,bool,OFF; ON,n,Analog Channel Settings,CHANnel,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Marker_Mode,Set Marker Mode,MARKer:MODE <mode>,MARK:MODE <mode>,mode,enum,,,Cursor Settings,MARKer,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Math_Offset,Set Math Offset,:FUNCtion:OFFSet <offset>,:FUNC:OFFS <offset>,offset,numeric,,,Vertical Scale & Offset,Math_FFT,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Math_Range,Set Math Range,:FUNCtion:RANGe <range>,:FUNC:RANG <range>,range,numeric,,,Vertical Scale & Offset,Math_FFT,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Count,Set measure count,:MEASure:COUNter <value>,:MEAS:COUN <value>,value,integer,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Delay,Set measure delay,:MEASure:DELay <value>,:MEAS:DEL <value>,value,numeric,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Falltime,Set measure falltime,:MEASure:FALLtime <value>,:MEAS:FALL <value>,value,numeric,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Nwidth,Set measure nwidth,:MEASure:NWIDth <value>,:MEAS:NWID <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Overshoot,Set measure overshoot,:MEASure:OVERshoot <value>,:MEAS:OVER <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Phase,Set measure phase,:MEASure:PHASe <value>,:MEAS:PHAS <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Preshoot,Set measure preshoot,:MEASure:PREShoot <value>,:MEAS:PRES <value>,value,block,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Pwidth,Set measure pwidth,:MEASure:PWIDth <value>,:MEAS:PWID <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Show,Set measure show,:MEASure:SHOW <value>,:MEAS:SHOW <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Source,Set Measure Source,MEASure:SOURce <source>,MEAS:SOUR <source>,source,enum,,,Measurement Settings,MEASure,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Tedge,Set measure tedge,:MEASure:TEDGe <value>,:MEAS:TEDG <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Thresholds,Set Measure Thresholds,MEASure:DEFine:THResholds <mode>,MEAS:DEF:THR <mode>,mode,numeric,,,Measurement Settings,MEASure,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Tvalue,Set measure tvalue,MEASure:TVALue <value>,MEAS:TVAL <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Vamplitude,Set measure vamplitude,:MEASure:VAMPlitude <value>,:MEAS:VAMP <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Vbase,Set measure vbase,:MEASure:VBASe <value>,:MEAS:VBAS <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Vtop,Set measure vtop,:MEASure:VTOP <value>,:MEAS:VTOP <value>,value,unknown,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Xmax,Obsolete and Discontinued Commands,MEASure:XMAX <value>,MEAS:XMAX <value>,value,numeric,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Measure_Xmin,Obsolete and Discontinued Commands,MEASure:XMIN <value>,MEAS:XMIN <value>,value,numeric,,,,MEAS,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Mode,Set Mode,TIMebase:MODE <mode>,TIM:MODE <mode>,mode,enum,,,Timebase (Horizontal) Settings,TIMebase,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Operation,Set Operation,:FUNCtion:OPERation <operation>,:FUNC:OPER <operation>,operation,enum,,,Select Operation,Math_FFT,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Pod_Threshold,Set Pod Threshold,POD<n>:THReshold <thresh>,POD<n>:THR <thresh>,thresh,numeric,,n,Digital Channel (MSO) Settings,DIGital,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Points,Set Points,ACQuire:POINts <points>,ACQ:POIN <points>,points,integer,,,Acquisition Settings,ACQuire,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Position,Set Position,TIMebase:POSition <pos>,TIM:POS <pos>,pos,numeric,,,Timebase (Horizontal) Settings,TIMebase,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Probe,Set Probe,CHANnel<n>:PROBe <atten>,CHAN<n>:PROB <atten>,atten,numeric,,n,Analog Channel Settings,CHANnel,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Probe_Skew,Set probe skew,:PROBe:SKEW <value>,:PROB:SKEW <value>,value,numeric,,,,PROB,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Rcl,Set rcl,*RCL <value>,,value,unknown,,,,Common,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Reference,Set Reference,TIMebase:REFerence <ref>,TIM:REF <ref>,ref,enum,,,Timebase (Horizontal) Settings,TIMebase,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Sav,Set sav,*SAV <value>,,value,unknown,,,,Common,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Source1,Set Source1,FUNCtion:SOURce1 <src>,FUNC:SOUR1 <src>,src,enum,,,Math Function Settings,FUNCtion,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Source2,Set Source2,FUNCtion:SOURce2 <src>,FUNC:SOUR2 <src>,src,enum,,,Math Function Settings,FUNCtion,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Span,Set Span,:FUNCtion:SPAN <span>,:FUNC:SPAN <span>,span,numeric,,,FFT Specific Configuration,Math_FFT,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Sre,Set sre,*SRE <value>,,value,integer,,,,Common,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_System_Date,Set system date,:SYSTem:DATE <value>,:SYST:DATE <value>,value,unknown,,,,SYST,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_System_Time,Set system time,:SYSTem:TIME <value>,:SYST:TIME <value>,value,numeric,,,,SYST,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Timebase_Position,Set Timebase Position,:TIMebase:POSition <position>,:TIM:POS <position>,position,numeric,,,Horizontal Controls,Time,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Timebase_Range,Set timebase range,:TIMebase:RANGe <value>,:TIM:RANG <value>,value,numeric,,,,TIM,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Timebase_Scale,Set Timebase Scale,:TIMebase:SCALe <scale>,:TIM:SCAL <scale>,scale,numeric,,,Horizontal Controls,Time,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Timebase_Window_Range,Set timebase window range,:TIMebase:WINDow:RANGe <value>,:TIM:WIND:RANG <value>,value,numeric,,,,TIM,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Can_Acknowledge,Set trigger can acknowledge,:TRIGger:CAN:ACKNowledge <value>,:TRIG:CAN:ACKN <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Can_Pattern_Data,Table 5-1,:TRIGger:CAN:PATTern:DATA <value>,:TRIG:CAN:PATT:DATA <value>,value,block,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Can_Pattern_Id,Table 5-1,TRIGger:CAN:PATTern:ID <value>,TRIG:CAN:PATT:ID <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Can_Pattern_Id_Mode,Set trigger can pattern id mode,:TRIGger:CAN:PATTern:ID:MODE <value>,:TRIG:CAN:PATT:ID:MODE <value>,value,enum,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Can_Samplepoint,Set trigger can samplepoint,:TRIGger:CAN:SAMPlepoint <value>,:TRIG:CAN:SAMP <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Can_Signal_Baudrate,Set trigger can signal baudrate,:TRIGger:CAN:SIGNal:BAUDrate <value>,:TRIG:CAN:SIGN:BAUD <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Can_Source,Set trigger can source,:TRIGger:CAN:SOURce <value>,:TRIG:CAN:SOUR <value>,value,enum,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Can_Trigger,Set trigger can trigger,:TRIGger:CAN:TRIGger <value>,:TRIG:CAN:TRIG <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Duration_Pattern,Set trigger duration pattern,:TRIGger:DURation:PATTern <value>,:TRIG:DUR:PATT <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Duration_Qualifier,Set trigger duration qualifier,:TRIGger:DURation:QUALifier <value>,:TRIG:DUR:QUAL <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Duration_Range,Set trigger duration range,:TRIGger:DURation:RANGe <value>,:TRIG:DUR:RANG <value>,value,numeric,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Glitch_Level,Set trigger glitch level,:TRIGger:GLITch:LEVel <value>,:TRIG:GLIT:LEV <value>,value,numeric,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Glitch_Polarity,Set trigger glitch polarity,:TRIGger:GLITch:POLarity <value>,:TRIG:GLIT:POL <value>,value,enum,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Glitch_Range,Set trigger glitch range,:TRIGger:GLITch:RANGe <value>,:TRIG:GLIT:RANG <value>,value,numeric,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Hfreject,Set trigger hfreject,:TRIGger:HFReject <value>,:TRIG:HFR <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Iic_Pattern_Address,Set trigger iic pattern address,:TRIGger:IIC:PATTern:ADDRess <value>,:TRIG:IIC:PATT:ADDR <value>,value,integer,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Iic_Pattern_Data,Set trigger iic pattern data,:TRIGger:IIC:PATTern:DATA <value>,:TRIG:IIC:PATT:DATA <value>,value,block,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Iic_Trigger_Qualifier,Set trigger iic trigger qualifier,:TRIGger:IIC:TRIGger:QUALifier <value>,:TRIG:IIC:TRIG:QUAL <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Level,Set Trigger Level,:TRIGger:EDGE:LEVel <level>,:TRIG:EDGE:LEV <level>,level,numeric,,,Trigger Configuration,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Lin_Signal_Baudrate,Set trigger lin signal baudrate,:TRIGger:LIN:SIGNal:BAUDrate <value>,:TRIG:LIN:SIGN:BAUD <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Lin_Source,Set trigger lin source,:TRIGger:LIN:SOURce <value>,:TRIG:LIN:SOUR <value>,value,enum,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Lin_Trigger,Set trigger lin trigger,:TRIGger:LIN:TRIGger <value>,:TRIG:LIN:TRIG <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Mode,Set Trigger Mode,:TRIGger:MODE <mode>,:TRIG:MODE <mode>,mode,enum,,,Trigger Configuration,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Nreject,Set trigger nreject,:TRIGger:NREJect <value>,:TRIG:NREJ <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Pattern,Set trigger pattern,:TRIGger:PATTern <value>,:TRIG:PATT <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Sequence_Count,Set trigger sequence count,:TRIGger:SEQuence:COUNt <value>,:TRIG:SEQ:COUN <value>,value,integer,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Sequence_Find,Set trigger sequence find,:TRIGGER:SEQuence:FIND <value>,:TRIG:SEQ:FIND <value>,value,unknown,,,,TRIGGER,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Sequence_Reset,Set trigger sequence reset,:TRIGGER:SEQuence:RESet <value>,:TRIG:SEQ:RES <value>,value,unknown,,,,TRIGGER,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Sequence_Timebase,Set trigger sequence timebase,:TRIGGER:SEQuence:TIMer <value>,:TRIG:SEQ:TIM <value>,value,numeric,,,,TRIGGER,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Sequence_Trigger,Set trigger sequence trigger,:TRIGGER:SEQuence:TRIGger <value>,:TRIG:SEQ:TRIG <value>,value,unknown,,,,TRIGGER,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Spi_Clock_Slope,Set trigger spi clock slope,:TRIGger:SPI:CLOCk:SLOPe <value>,:TRIG:SPI:CLOC:SLOP <value>,value,enum,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Spi_Clock_Timebase,Set trigger spi clock timebase,:TRIGger:SPI:CLOCk:TIMeout <value>,:TRIG:SPI:CLOC:TIM <value>,value,numeric,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Spi_Frame,Set trigger spi frame,:TRIGger:SPI:FRAMing <value>,:TRIG:SPI:FRAM <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Spi_Pattern_Data,Set trigger spi pattern data,:TRIGger:SPI:PATTern:DATA <value>,:TRIG:SPI:PATT:DATA <value>,value,block,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Spi_Pattern_Width,Set trigger spi pattern width,TRIGger:SPI:PATTern:WIDth <value>,TRIG:SPI:PATT:WID <value>,value,numeric,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Spi_Source_Clock,Set trigger spi source clock,:TRIGger:SPI:SOURce:CLOCk <value>,:TRIG:SPI:SOUR:CLOC <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Spi_Source_Data,Set trigger spi source data,:TRIGger:SPI:SOURce:DATA <value>,:TRIG:SPI:SOUR:DATA <value>,value,block,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Spi_Source_Frame,Set trigger spi source frame,:TRIGger:SPI:SOURce:FRAMe <value>,:TRIG:SPI:SOUR:FRAM <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Sweep,Set Trigger Sweep,:TRIGger:SWEep <sweep>,:TRIG:SWE <sweep>,sweep,enum,,,Trigger Configuration,Trigger,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Tv_Line,Set trigger tv line,:TRIGger:TV:LINE <value>,:TRIG:TV:LINE <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Tv_Mode,Set trigger tv mode,TRIGger:TV:MODE <value>,TRIG:TV:MODE <value>,value,enum,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Tv_Polarity,Set trigger tv polarity,:TRIGger:TV:POLarity <value>,:TRIG:TV:POL <value>,value,enum,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Tv_Source,Set trigger tv source,:TRIGger:TV:SOURce <value>,:TRIG:TV:SOUR <value>,value,enum,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Tv_Standard,Set trigger tv standard,:TRIGger:TV:STANdard <value>,:TRIG:TV:STAN <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Usb_Source_Dminus,Set trigger usb source dminus,:TRIGger:USB:SOURce:DMINus <value>,:TRIG:USB:SOUR:DMIN <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Usb_Source_Dplus,Set trigger usb source dplus,:TRIGger:USB:SOURce:DPLus <value>,:TRIG:USB:SOUR:DPL <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Usb_Speed,Set trigger usb speed,:TRIGger:USB:SPEed <value>,:TRIG:USB:SPE <value>,value,numeric,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Trigger_Usb_Trigger,Set trigger usb trigger,:TRIGger:USB:TRIGer <value>,:TRIG:USB:TRIG <value>,value,unknown,,,,TRIG,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Unsigned,Set Unsigned,WAVeform:UNSigned <state>,WAV:UNS <state>,state,unknown,,,Waveform Data Transfer Settings,WAVeform,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Waveform_Format,Set Waveform Format,WAVeform:FORMat <format>,WAV:FORM <format>,format,enum,,,Waveform Data Transfer Settings,WAVeform,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Waveform_Points,Set Waveform Points,WAVeform:POINts <points>,WAV:POIN <points>,points,integer,,,Waveform Data Transfer Settings,WAVeform,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Waveform_Source,Set Waveform Source,WAVeform:SOURce <source>,WAV:SOUR <source>,source,enum,,,Waveform Data Transfer Settings,WAVeform,,,,,1,,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Waveform_View,Set waveform view,:WAVeform:VIEW <value>,:WAV:VIEW <value>,value,unknown,,,,WAV,,,,,1,yes,Oscilloscope/54641D/commands.json
Oscilloscope,54641D,SET,Set_Window_FLATtop,Set Window FLATtop,:FUNCtion:WINDow <window>,:FUNC:WIND <window>,window,enum,,,FFT Specific Configuration,Math_FFT,,,,,1,,Oscilloscope/54641D/commands.json
